internship_id,title,company,domain,location,duration,stipend,required_skills,description,application_deadline,positions_available,company_size,industry,remote_work,experience_level,created_at,is_active
INT_00622,Mobile Development Intern,CRED,Mobile Development,Thane,4,14972,"javascript,react,nodejs","Create innovative mobile applications for CRED. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,13,large,Real Estate,yes,entry,2025-04-04 01:20:52.231383,True
INT_00623,Machine Learning Intern,Byju's,Machine Learning,Bhopal,2,51577,"r,sql",Exciting internship opportunity at Byju's in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,20,large,Media & Entertainment,hybrid,intermediate,2025-03-19 15:05:45.969924,True
INT_00624,Operations Intern,Amazon India,Operations,Ghaziabad,2,32280,"trading,docker,content writing",Exciting internship opportunity at Amazon India in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Consulting,no,advanced,2025-08-06 05:22:16.683205,True
INT_00625,Product Management Intern,Cure.fit,Product Management,Bangalore,2,17042,"flutter,accounting,python",Exciting internship opportunity at Cure.fit in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,2,mid,Automotive,hybrid,intermediate,2024-10-19 22:02:58.390522,True
INT_00626,Web Development Intern,PhonePe,Web Development,Nashik,2,43182,"sql,java","Develop responsive web applications using modern frameworks at PhonePe. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,1,startup,Consulting,yes,intermediate,2025-06-19 08:29:01.386485,True
INT_00627,Consulting Intern,Hotstar,Consulting,Ludhiana,6,35441,"web development,azure",Exciting internship opportunity at Hotstar in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Automotive,yes,intermediate,2025-03-12 23:38:07.043570,True
INT_00628,Machine Learning Intern,Bain,Machine Learning,Ahmedabad,4,59604,"statistics,data science",Exciting internship opportunity at Bain in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Technology,yes,advanced,2025-04-02 07:34:44.547336,True
INT_00629,Finance Intern,Google,Finance,Lucknow,2,48647,"web development,agile",Exciting internship opportunity at Google in Finance. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Healthcare,no,advanced,2025-08-14 17:05:24.467675,True
INT_00630,Artificial Intelligence Intern,EY,Artificial Intelligence,Mumbai,6,36856,"python,machine learning,statistics",Exciting internship opportunity at EY in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Consulting,hybrid,entry,2025-08-08 18:49:56.223691,True
INT_00631,Machine Learning Intern,Accenture,Machine Learning,Patna,6,27902,"statistics,sql",Exciting internship opportunity at Accenture in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Travel & Tourism,no,intermediate,2024-12-30 22:24:19.665968,True
INT_00632,Quality Assurance Intern,Snapdeal,Quality Assurance,Pimpri-Chinchwad,2,28840,"react,ui/ux design",Exciting internship opportunity at Snapdeal in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,23,large,Finance,hybrid,intermediate,2024-12-13 22:46:18.550856,True
INT_00633,Web Development Intern,Salesforce,Web Development,Hyderabad,4,33247,"python,react,sql","Develop responsive web applications using modern frameworks at Salesforce. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,11,large,Finance,hybrid,entry,2025-04-01 10:20:01.084057,True
INT_00634,Quality Assurance Intern,Bain,Quality Assurance,Kanpur,6,40506,"mongodb,devops,agile",Exciting internship opportunity at Bain in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Real Estate,hybrid,entry,2025-03-02 14:39:31.313147,True
INT_00635,DevOps Intern,Hexaware,DevOps,Thane,6,33982,"aws,python","Learn cloud infrastructure and deployment automation at Hexaware. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,4,mid,Telecommunications,hybrid,entry,2025-02-14 01:56:53.822730,True
INT_00636,Content Writing Intern,Viacom18,Content Writing,Lucknow,8,33464,"social media,google analytics",Exciting internship opportunity at Viacom18 in Content Writing. Gain hands-on experience and work with industry professionals.,2025-09-23,8,mid,Automotive,hybrid,entry,2025-01-07 21:10:41.142627,True
INT_00637,Consulting Intern,Nykaa,Consulting,Thane,8,32730,"gcp,finance,business analysis",Exciting internship opportunity at Nykaa in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Non-profit,hybrid,entry,2025-07-30 08:15:28.223248,True
INT_00638,Human Resources Intern,Zee,Human Resources,Ahmedabad,8,32816,"postgresql,mysql,redis",Exciting internship opportunity at Zee in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,7,mid,Telecommunications,hybrid,advanced,2025-09-04 20:26:06.801811,False
INT_00639,Mobile Development Intern,Snapdeal,Mobile Development,Ludhiana,8,50660,"python,react","Create innovative mobile applications for Snapdeal. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,2,mid,E-commerce,no,advanced,2025-04-28 19:15:06.940097,False
INT_00640,Mobile Development Intern,Zomato,Mobile Development,Nashik,4,38579,"nodejs,python,sql","Create innovative mobile applications for Zomato. Work with iOS/Android development, learn mobile UI/UX principles, and contribute to app store releases.",2025-09-23,8,mid,Travel & Tourism,yes,advanced,2025-01-17 21:46:11.471374,True
INT_00641,Cloud Computing Intern,Simplilearn,Cloud Computing,Kanpur,6,44219,"kubernetes,aws",Exciting internship opportunity at Simplilearn in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,9,mid,Travel & Tourism,hybrid,intermediate,2025-03-03 15:18:10.388719,False
INT_00642,Operations Intern,Deutsche Bank,Operations,Visakhapatnam,6,34960,"content writing,nodejs,aws",Exciting internship opportunity at Deutsche Bank in Operations. Gain hands-on experience and work with industry professionals.,2025-09-23,4,mid,Education,no,intermediate,2025-04-25 05:47:12.490107,True
INT_00643,DevOps Intern,Myntra,DevOps,Ludhiana,8,56677,"docker,kubernetes,linux","Learn cloud infrastructure and deployment automation at Myntra. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,9,large,Gaming,yes,entry,2024-12-26 11:59:48.097767,True
INT_00644,UI/UX Design Intern,PwC,UI/UX Design,Vadodara,4,35522,"adobe xd,sketch","Design intuitive user experiences for PwC's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,21,large,Gaming,yes,intermediate,2025-07-01 13:10:07.278377,True
INT_00645,Graphic Design Intern,ICICI Bank,Graphic Design,Hyderabad,6,21329,"adobe xd,sketch",Exciting internship opportunity at ICICI Bank in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Technology,no,intermediate,2024-12-29 01:13:27.614115,True
INT_00646,Cloud Computing Intern,Ola,Cloud Computing,Visakhapatnam,2,41758,"python,jenkins",Exciting internship opportunity at Ola in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,3,mid,Fashion,no,advanced,2025-04-13 06:06:24.532234,True
INT_00647,Web Development Intern,Groww,Web Development,Agra,4,32098,"sql,javascript","Develop responsive web applications using modern frameworks at Groww. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,4,mid,E-commerce,no,entry,2025-05-19 11:55:22.379699,True
INT_00648,Web Development Intern,Salesforce,Web Development,Indore,6,32447,"sql,javascript","Develop responsive web applications using modern frameworks at Salesforce. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,2,startup,Automotive,hybrid,intermediate,2024-09-26 23:16:53.930377,True
INT_00649,Cloud Computing Intern,UpGrad,Cloud Computing,Nashik,6,33350,"kubernetes,python",Exciting internship opportunity at UpGrad in Cloud Computing. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,Technology,hybrid,advanced,2025-02-17 14:07:38.552902,True
INT_00650,DevOps Intern,Flipkart,DevOps,Nashik,4,47312,"kubernetes,jenkins","Learn cloud infrastructure and deployment automation at Flipkart. Work with AWS/Azure, Docker, Kubernetes, and CI/CD pipelines.",2025-09-23,5,mid,Food & Beverage,yes,entry,2025-02-08 05:55:22.978087,True
INT_00651,Web Development Intern,ICICI Bank,Web Development,Delhi,4,35326,"nodejs,javascript","Develop responsive web applications using modern frameworks at ICICI Bank. You'll work on both frontend and backend development, gaining full-stack experience.",2025-09-23,14,large,Healthcare,no,intermediate,2025-01-15 08:40:23.566193,True
INT_00652,Consulting Intern,Netflix,Consulting,Surat,3,89230,"android,finance,business analysis",Exciting internship opportunity at Netflix in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,21,large,Food & Beverage,yes,entry,2024-10-13 21:50:45.515443,True
INT_00653,Cybersecurity Intern,Google,Cybersecurity,Bangalore,6,88800,"content writing,kubernetes",Exciting internship opportunity at Google in Cybersecurity. Gain hands-on experience and work with industry professionals.,2025-09-23,16,large,Real Estate,no,entry,2025-01-21 22:39:05.462010,True
INT_00654,Product Management Intern,Bain,Product Management,Nashik,4,26310,"investment banking,devops",Exciting internship opportunity at Bain in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,20,large,Retail,no,entry,2025-08-03 15:28:18.057038,True
INT_00655,Graphic Design Intern,Swiggy,Graphic Design,Patna,6,51056,"adobe xd,photoshop",Exciting internship opportunity at Swiggy in Graphic Design. Gain hands-on experience and work with industry professionals.,2025-09-23,5,mid,Food & Beverage,no,advanced,2025-06-05 05:55:52.673034,True
INT_00656,Machine Learning Intern,UpGrad,Machine Learning,Lucknow,2,33134,"r,python",Exciting internship opportunity at UpGrad in Machine Learning. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Real Estate,no,entry,2025-02-08 16:50:54.967220,True
INT_00657,Consulting Intern,Jabong,Consulting,Patna,4,42690,"mobile development,digital marketing,jira",Exciting internship opportunity at Jabong in Consulting. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,Real Estate,yes,entry,2024-11-14 23:49:26.503111,True
INT_00658,Human Resources Intern,Uber,Human Resources,Mumbai,6,30127,"react,sql",Exciting internship opportunity at Uber in Human Resources. Gain hands-on experience and work with industry professionals.,2025-09-23,3,startup,E-commerce,hybrid,entry,2024-10-11 22:33:32.684810,True
INT_00659,Business Analysis Intern,Netflix,Business Analysis,Agra,8,63682,"nodejs,figma","Analyze business processes and requirements at Netflix. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,24,large,Non-profit,hybrid,entry,2025-03-27 18:29:47.297480,True
INT_00660,Artificial Intelligence Intern,UpGrad,Artificial Intelligence,Patna,3,38264,"python,data science,sql",Exciting internship opportunity at UpGrad in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,8,large,Real Estate,hybrid,entry,2025-08-13 17:50:52.506605,True
INT_00661,Digital Marketing Intern,Paytm,Digital Marketing,Kanpur,4,33181,"seo,google analytics","Drive digital marketing campaigns for Paytm. Learn SEO, social media marketing, content creation, and analytics tools.",2025-09-23,8,mid,Healthcare,no,entry,2025-02-05 21:17:39.486138,True
INT_00662,UI/UX Design Intern,Flipkart,UI/UX Design,Ahmedabad,3,56454,"adobe xd,sketch","Design intuitive user experiences for Flipkart's products. Work with design tools, conduct user research, and create wireframes and prototypes.",2025-09-23,2,mid,Finance,no,advanced,2025-01-27 11:52:59.756229,True
INT_00663,Business Analysis Intern,Cognizant,Business Analysis,Lucknow,8,52396,"devops,ethical hacking,mobile development","Analyze business processes and requirements at Cognizant. Work with stakeholders, create documentation, and support project management activities.",2025-09-23,15,large,E-commerce,yes,entry,2024-12-23 20:22:35.208295,False
INT_00664,Artificial Intelligence Intern,Viacom18,Artificial Intelligence,Nagpur,2,42769,"machine learning,r,statistics",Exciting internship opportunity at Viacom18 in Artificial Intelligence. Gain hands-on experience and work with industry professionals.,2025-09-23,2,startup,Retail,no,intermediate,2025-06-10 20:18:56.789852,True
INT_00665,Product Management Intern,Nykaa,Product Management,Pune,4,20087,"android,java",Exciting internship opportunity at Nykaa in Product Management. Gain hands-on experience and work with industry professionals.,2025-09-23,11,large,Healthcare,no,entry,2025-07-16 23:09:34.315258,True
INT_00666,Quality Assurance Intern,Deloitte,Quality Assurance,Nagpur,3,10000,"postgresql,business analysis",Exciting internship opportunity at Deloitte in Quality Assurance. Gain hands-on experience and work with industry professionals.,2025-09-23,1,startup,E-commerce,no,intermediate,2025-01-13 12:47:37.490984,True
