internship_id,title,company,domain,description,required_skills,location,duration,stipend,is_active,application_deadline,is_accepting_applications,employee_count,headquarters,industry
INT_1627,Nanotechnology Intern,Wipro,nanotechnology,"Internship opportunity in nanotechnology at Wipro, focusing on Materials Science, Nano Fabrication within the IT Services sector.","materials science, nano fabrication",mumbai,12 months,5000,True,2026-01-04,True,200000,Bangalore,IT Services
INT_1628,Rocket Science Intern,NABARD,rocket science,"Internship opportunity in rocket science at NABARD, focusing on CAD, Aerospace Materials within the Agriculture & Rural Dev sector.","cad, aerospace materials",mumbai,12 months,5000,True,2025-12-23,True,12000,Mumbai,Agriculture & Rural Dev
INT_1629,Nanotechnology Intern,BHEL,nanotechnology,"Internship opportunity in nanotechnology at BHEL, focusing on Nano Fabrication, Materials Science within the Heavy Engineering sector.","nano fabrication, materials science",pune,12 months,5000,True,2026-02-23,True,50000,Delhi,Heavy Engineering
INT_1630,Data Science Intern,State Bank of India,data science,"Internship opportunity in data science at State Bank of India, focusing on SQL, Statistics within the Banking & Finance sector.","sql, statistics",dehradun,12 months,5000,True,2026-01-01,True,250000,Mumbai,Banking & Finance
INT_1631,Robotics Intern,Tata Consultancy Services,robotics,"Internship opportunity in robotics at Tata Consultancy Services, focusing on Arduino, Embedded Systems within the IT Services sector.","arduino, embedded systems",ahmedabad,12 months,5000,True,2025-12-11,True,600000,Mumbai,IT Services
INT_1632,Mobile Apps Intern,Infosys,mobile apps,"Internship opportunity in mobile apps at Infosys, focusing on Swift, Kotlin within the IT Services sector.","swift, kotlin",chennai,12 months,5000,True,2025-12-09,True,250000,Bangalore,IT Services
INT_1633,Nanotechnology Intern,ICICI Bank,nanotechnology,"Internship opportunity in nanotechnology at ICICI Bank, focusing on Nano Fabrication, Materials Science within the Banking & Finance sector.","nano fabrication, materials science",pune,12 months,5000,True,2025-11-01,True,125000,Mumbai,Banking & Finance
INT_1634,Blockchain Intern,Mahindra & Mahindra,blockchain,"Internship opportunity in blockchain at Mahindra & Mahindra, focusing on Ethereum, Smart Contracts within the Automotive sector.","ethereum, smart contracts",ahmedabad,12 months,5000,True,2025-12-05,True,90000,Mumbai,Automotive
INT_1635,Rocket Science Intern,DRDO,rocket science,"Internship opportunity in rocket science at DRDO, focusing on CAD, MATLAB within the Defense R&D sector.","cad, matlab",hyderabad,12 months,5000,True,2025-10-07,True,30000,Delhi,Defense R&D
INT_1636,Finance Intern,Reliance Industries,finance,"Internship opportunity in finance at Reliance Industries, focusing on Financial Analysis, Accounting within the Energy & Petrochemicals sector.","financial analysis, accounting",chennai,12 months,5000,True,2025-12-21,True,300000,Mumbai,Energy & Petrochemicals
INT_1637,Renewable Energy Intern,Reliance Industries,renewable energy,"Internship opportunity in renewable energy at Reliance Industries, focusing on Wind Turbines, Solar PV within the Energy & Petrochemicals sector.","wind turbines, solar pv",chennai,12 months,5000,True,2025-12-19,True,300000,Mumbai,Energy & Petrochemicals
INT_1638,Cloud Computing Intern,ONGC,cloud computing,"Internship opportunity in cloud computing at ONGC, focusing on Azure, Kubernetes within the Energy & Exploration sector.","azure, kubernetes",lucknow,12 months,5000,True,2026-01-20,True,30000,Delhi,Energy & Exploration
INT_1639,Nanotechnology Intern,Wipro,nanotechnology,"Internship opportunity in nanotechnology at Wipro, focusing on Materials Science, Nano Fabrication within the IT Services sector.","materials science, nano fabrication",anand,12 months,5000,True,2026-01-28,True,200000,Bangalore,IT Services
INT_1640,Data Science Intern,State Bank of India,data science,"Internship opportunity in data science at State Bank of India, focusing on SQL, Machine Learning within the Banking & Finance sector.","sql, machine learning",hyderabad,12 months,5000,True,2026-01-18,True,250000,Mumbai,Banking & Finance
INT_1641,Web Development Intern,Wipro,web development,"Internship opportunity in web development at Wipro, focusing on HTML, JavaScript within the IT Services sector.","html, javascript",bangalore,12 months,5000,True,2025-12-30,True,200000,Bangalore,IT Services
INT_1642,Environmental Science Intern,ISRO,environmental science,"Internship opportunity in environmental science at ISRO, focusing on Sustainability, GIS within the Space Research sector.","sustainability, gis",dehradun,12 months,5000,True,2026-02-16,True,18000,Bangalore,Space Research
INT_1643,Renewable Energy Intern,ONGC,renewable energy,"Internship opportunity in renewable energy at ONGC, focusing on Solar PV, Energy Storage within the Energy & Exploration sector.","solar pv, energy storage",delhi,12 months,5000,True,2026-01-11,True,30000,Delhi,Energy & Exploration
INT_1644,Agriculture Intern,Reliance Industries,agriculture,"Internship opportunity in agriculture at Reliance Industries, focusing on GIS, Soil Analysis within the Energy & Petrochemicals sector.","gis, soil analysis",delhi,12 months,5000,True,2025-11-05,True,300000,Mumbai,Energy & Petrochemicals
INT_1645,Marketing Intern,ISRO,marketing,"Internship opportunity in marketing at ISRO, focusing on Digital Marketing, Market Research within the Space Research sector.","digital marketing, market research",ahmedabad,12 months,5000,True,2025-10-25,True,18000,Bangalore,Space Research
INT_1646,Data Science Intern,TERI,data science,"Internship opportunity in data science at TERI, focusing on Statistics, Python within the Environmental Research sector.","statistics, python",dehradun,12 months,5000,True,2025-12-04,True,2000,Delhi,Environmental Research
INT_1647,Ai/Ml Intern,NTPC,ai/ml,"Internship opportunity in ai/ml at NTPC, focusing on Deep Learning, NLP within the Energy sector.","deep learning, nlp",hyderabad,12 months,5000,True,2025-10-13,True,20000,Delhi,Energy
INT_1648,Social Work Intern,HDFC Bank,social work,"Internship opportunity in social work at HDFC Bank, focusing on Community Development, NGO Management within the Banking & Finance sector.","community development, ngo management",mumbai,12 months,5000,True,2025-11-12,True,150000,Mumbai,Banking & Finance
INT_1649,Ai/Ml Intern,Adani Green Energy,ai/ml,"Internship opportunity in ai/ml at Adani Green Energy, focusing on TensorFlow, Deep Learning within the Renewable Energy sector.","tensorflow, deep learning",chennai,12 months,5000,True,2025-10-10,True,5000,Ahmedabad,Renewable Energy
INT_1650,Mobile Apps Intern,State Bank of India,mobile apps,"Internship opportunity in mobile apps at State Bank of India, focusing on Flutter, Kotlin within the Banking & Finance sector.","flutter, kotlin",delhi,12 months,5000,True,2025-11-03,True,250000,Mumbai,Banking & Finance
INT_1651,Renewable Energy Intern,DRDO,renewable energy,"Internship opportunity in renewable energy at DRDO, focusing on Wind Turbines, Energy Storage within the Defense R&D sector.","wind turbines, energy storage",ahmedabad,12 months,5000,True,2025-11-03,True,30000,Delhi,Defense R&D
INT_1652,Web Development Intern,ICICI Bank,web development,"Internship opportunity in web development at ICICI Bank, focusing on React, HTML within the Banking & Finance sector.","react, html",dehradun,12 months,5000,True,2025-11-05,True,125000,Mumbai,Banking & Finance
INT_1653,Social Work Intern,TERI,social work,"Internship opportunity in social work at TERI, focusing on NGO Management, Community Development within the Environmental Research sector.","ngo management, community development",delhi,12 months,5000,True,2025-12-25,True,2000,Delhi,Environmental Research
INT_1654,Data Science Intern,HAL,data science,"Internship opportunity in data science at HAL, focusing on Statistics, Python within the Aerospace & Defense sector.","statistics, python",noida,12 months,5000,True,2025-10-12,True,25000,Bangalore,Aerospace & Defense
INT_1655,Social Work Intern,Maruti Suzuki,social work,"Internship opportunity in social work at Maruti Suzuki, focusing on Policy Research, Community Development within the Automotive sector.","policy research, community development",lucknow,12 months,5000,True,2025-10-06,True,40000,Gurgaon,Automotive
INT_1656,Nanotechnology Intern,State Bank of India,nanotechnology,"Internship opportunity in nanotechnology at State Bank of India, focusing on Materials Science, Nano Fabrication within the Banking & Finance sector.","materials science, nano fabrication",coimbatore,12 months,5000,True,2025-11-25,True,250000,Mumbai,Banking & Finance
INT_1657,Environmental Science Intern,Infosys,environmental science,"Internship opportunity in environmental science at Infosys, focusing on Sustainability, GIS within the IT Services sector.","sustainability, gis",delhi,12 months,5000,True,2026-03-08,True,250000,Bangalore,IT Services
INT_1658,Rocket Science Intern,Larsen & Toubro,rocket science,"Internship opportunity in rocket science at Larsen & Toubro, focusing on MATLAB, Propulsion within the Infrastructure & Engineering sector.","matlab, propulsion",bangalore,12 months,5000,True,2025-12-16,True,100000,Mumbai,Infrastructure & Engineering
INT_1659,Renewable Energy Intern,ICICI Bank,renewable energy,"Internship opportunity in renewable energy at ICICI Bank, focusing on Wind Turbines, Energy Storage within the Banking & Finance sector.","wind turbines, energy storage",anand,12 months,5000,True,2026-01-30,True,125000,Mumbai,Banking & Finance
INT_1660,Education Intern,DRDO,education,"Internship opportunity in education at DRDO, focusing on Teaching Methods, Curriculum Design within the Defense R&D sector.","teaching methods, curriculum design",mumbai,12 months,5000,True,2026-01-14,True,30000,Delhi,Defense R&D
INT_1661,Marketing Intern,NABARD,marketing,"Internship opportunity in marketing at NABARD, focusing on SEO, Market Research within the Agriculture & Rural Dev sector.","seo, market research",pune,12 months,5000,True,2025-11-18,True,12000,Mumbai,Agriculture & Rural Dev
INT_1662,Environmental Science Intern,Adani Green Energy,environmental science,"Internship opportunity in environmental science at Adani Green Energy, focusing on Climate Modeling, GIS within the Renewable Energy sector.","climate modeling, gis",noida,12 months,5000,True,2026-01-21,True,5000,Ahmedabad,Renewable Energy
INT_1663,Agriculture Intern,ICICI Bank,agriculture,"Internship opportunity in agriculture at ICICI Bank, focusing on Crop Modeling, GIS within the Banking & Finance sector.","crop modeling, gis",pune,12 months,5000,True,2026-01-11,True,125000,Mumbai,Banking & Finance
INT_1664,Finance Intern,Wipro,finance,"Internship opportunity in finance at Wipro, focusing on Excel, Financial Analysis within the IT Services sector.","excel, financial analysis",pune,12 months,5000,True,2026-02-21,True,200000,Bangalore,IT Services
INT_1665,Cloud Computing Intern,HCL Technologies,cloud computing,"Internship opportunity in cloud computing at HCL Technologies, focusing on Azure, Kubernetes within the IT Services sector.","azure, kubernetes",ahmedabad,12 months,5000,True,2026-02-03,True,225000,Noida,IT Services
INT_1666,Mobile Apps Intern,Wipro,mobile apps,"Internship opportunity in mobile apps at Wipro, focusing on Kotlin, React Native within the IT Services sector.","kotlin, react native",bangalore,12 months,5000,True,2026-01-30,True,200000,Bangalore,IT Services
INT_1667,Cloud Computing Intern,BHEL,cloud computing,"Internship opportunity in cloud computing at BHEL, focusing on Azure, Kubernetes within the Heavy Engineering sector.","azure, kubernetes",mumbai,12 months,5000,True,2025-11-09,True,50000,Delhi,Heavy Engineering
INT_1668,Cybersecurity Intern,TERI,cybersecurity,"Internship opportunity in cybersecurity at TERI, focusing on Ethical Hacking, Network Security within the Environmental Research sector.","ethical hacking, network security",delhi,12 months,5000,True,2026-03-17,True,2000,Delhi,Environmental Research
INT_1669,Ai/Ml Intern,HDFC Bank,ai/ml,"Internship opportunity in ai/ml at HDFC Bank, focusing on NLP, TensorFlow within the Banking & Finance sector.","nlp, tensorflow",delhi,12 months,5000,True,2025-12-11,True,150000,Mumbai,Banking & Finance
INT_1670,Nanotechnology Intern,Mahindra & Mahindra,nanotechnology,"Internship opportunity in nanotechnology at Mahindra & Mahindra, focusing on Materials Science, Nano Fabrication within the Automotive sector.","materials science, nano fabrication",hyderabad,12 months,5000,True,2026-01-15,True,90000,Mumbai,Automotive
INT_1671,Nanotechnology Intern,ICICI Bank,nanotechnology,"Internship opportunity in nanotechnology at ICICI Bank, focusing on Materials Science, Nano Fabrication within the Banking & Finance sector.","materials science, nano fabrication",chennai,12 months,5000,True,2026-03-13,True,125000,Mumbai,Banking & Finance
INT_1672,Web Development Intern,Mahindra & Mahindra,web development,"Internship opportunity in web development at Mahindra & Mahindra, focusing on CSS, HTML within the Automotive sector.","css, html",ahmedabad,12 months,5000,True,2026-02-17,True,90000,Mumbai,Automotive
INT_1673,Environmental Science Intern,ICICI Bank,environmental science,"Internship opportunity in environmental science at ICICI Bank, focusing on Sustainability, Climate Modeling within the Banking & Finance sector.","sustainability, climate modeling",coimbatore,12 months,5000,True,2026-02-12,True,125000,Mumbai,Banking & Finance
